XYDATA,PA,PE,PET,PP,PS,PVC
2290.0544,0.00229633,0.0107132,0.0144768,0.0146456,0.0295598,0.0287037
2291.0188,0.00237669,0.0115957,0.0154847,0.0156032,0.0308742,0.0307862
2291.9829,0.00245339,0.012516,0.0165133,0.0165435,0.0322162,0.03291
2292.9473,0.00253643,0.0134675,0.0175411,0.0174795,0.0335589,0.0350377
2293.9114,0.00262796,0.0144187,0.018539,0.0184129,0.0348617,0.0371027
2294.8757,0.00272288,0.0153366,0.0194928,0.0193414,0.0361005,0.0390566
2295.8398,0.00281432,0.0162122,0.0204135,0.0202702,0.0372899,0.0409096
2296.8042,0.00290013,0.0170651,0.0213273,0.0212133,0.0384778,0.0427273
2297.7683,0.00298562,0.0179246,0.02225,0.0221822,0.0397132,0.0445822
2298.7327,0.00308089,0.0188034,0.0231706,0.0231693,0.0410117,0.0464973
2299.6968,0.00319506,0.0196874,0.0240619,0.0241467,0.0423478,0.0484336
2300.6611,0.00333197,0.0205585,0.0249184,0.025091,0.0436894,0.0503452
2301.6252,0.00349066,0.0214359,0.0257978,0.0260229,0.0450543,0.0522703
2302.5896,0.00367017,0.0224035,0.0268313,0.0270337,0.0465481,0.0543903
2303.5537,0.00387416,0.023598,0.0281896,0.0282719,0.0483475,0.0569993
2304.5181,0.00411104,0.0251548,0.0300169,0.0298888,0.0506293,0.060388
2305.4822,0.0043881,0.0271409,0.032363,0.0319667,0.0534794,0.0646987
2306.4465,0.00470285,0.0295054,0.0351416,0.0344608,0.0568243,0.0698171
2307.4106,0.00503705,0.0320738,0.0381334,0.0371849,0.0604207,0.0753586
2308.375,0.0053595,0.0345986,0.0410445,0.0398608,0.0639228,0.0807757
2309.3391,0.00563942,0.0368517,0.0436101,0.0422238,0.067014,0.0855687
2310.3035,0.00586481,0.0387205,0.0457045,0.0441412,0.0695476,0.0895068
2311.2676,0.00605369,0.0402537,0.0473998,0.0456777,0.0716166,0.0927358
2312.2319,0.00624814,0.0416317,0.0489332,0.0470621,0.0735081,0.0956995
2313.196,0.00649317,0.0430812,0.0505981,0.0485734,0.0755676,0.0989279
2314.1604,0.00681429,0.0447845,0.0526211,0.0504173,0.0780547,0.102819
2315.1245,0.00720822,0.0468283,0.0550883,0.0526571,0.0810613,0.107522
2316.0889,0.00765082,0.0492039,0.0579454,0.0552206,0.0845142,0.112937
2317.053,0.00811559,0.0518442,0.0610601,0.0579658,0.0882431,0.11881
2318.0173,0.00859203,0.0546822,0.0643158,0.0607726,0.0920874,0.124879
2318.9814,0.00909363,0.0577074,0.0677022,0.0636294,0.0960077,0.131041
2319.9458,0.0096482,0.0609925,0.0713508,0.0666685,0.100149,0.137465
2320.9099,0.0102714,0.0646557,0.0754696,0.0701058,0.104788,0.14455
2321.8743,0.0109398,0.0687595,0.0801842,0.0740867,0.110147,0.152685
2322.8384,0.0115878,0.0732073,0.0853864,0.0785341,0.116181,0.161924
2323.8027,0.0121388,0.0777288,0.0907186,0.0831231,0.122509,0.171821
2324.7668,0.0125462,0.0819677,0.0957068,0.0874065,0.128545,0.181554
2325.7312,0.0128149,0.0856056,0.0999339,0.0909912,0.133726,0.190225
2326.6953,0.0129919,0.0884527,0.103155,0.0936661,0.137707,0.197158
2327.6597,0.0131378,0.0904951,0.105346,0.0954559,0.140457,0.202107
2328.6238,0.0132921,0.0919089,0.106706,0.0966156,0.142271,0.205366
2329.5881,0.0134516,0.0930208,0.107628,0.0975522,0.143674,0.207697
2330.5522,0.0135769,0.0941891,0.108576,0.0986656,0.145206,0.210031
2331.5166,0.0136299,0.095641,0.109915,0.100167,0.147186,0.213036
2332.4807,0.0136183,0.0973771,0.111775,0.101996,0.149597,0.216832
2333.4451,0.0136075,0.0992201,0.11405,0.103906,0.15218,0.221058
2334.4092,0.0136883,0.10096,0.1165,0.105641,0.15464,0.225186
2335.3735,0.0139207,0.10248,0.118875,0.107076,0.156794,0.228834
2336.3376,0.0142917,0.103784,0.120997,0.108248,0.1586,0.231879
2337.302,0.0147183,0.10496,0.122811,0.109308,0.16013,0.234434
2338.2661,0.015099,0.106133,0.124424,0.110439,0.161545,0.23678
2339.2305,0.0153773,0.107404,0.126055,0.111772,0.163053,0.239265
2340.1946,0.0155479,0.108703,0.127743,0.113208,0.164646,0.2419
2341.1589,0.0155768,0.109448,0.1288,0.114096,0.165546,0.243491
2342.123,0.0153076,0.108257,0.127402,0.112993,0.163748,0.240877
2343.0874,0.0145265,0.103561,0.121488,0.108334,0.15698,0.230403
2344.0515,0.0132482,0.0954545,0.111267,0.100283,0.145453,0.212367
2345.0159,0.0118356,0.0862733,0.0998692,0.09123,0.132621,0.192211
2345.98,0.0106899,0.0785062,0.0904796,0.0836446,0.122012,0.175411
2346.9443,0.00999061,0.0732412,0.0843725,0.0785625,0.115058,0.164142
2347.9084,0.0097402,0.0705391,0.0815016,0.0760031,0.11174,0.158379
2348.8728,0.00988935,0.0702095,0.0815288,0.0757533,0.111718,0.157648
2349.8369,0.0104035,0.0722035,0.0843158,0.0777536,0.114876,0.161859
2350.8013,0.0112787,0.0767001,0.0900287,0.08218,0.121434,0.17149
2351.7654,0.0125264,0.0839961,0.0990184,0.0893317,0.131799,0.187385
2352.7297,0.0141281,0.0941411,0.111416,0.0992602,0.146071,0.209986
2353.6938,0.0159611,0.106317,0.126408,0.111121,0.163171,0.237788
2354.6582,0.0177713,0.11861,0.141863,0.12289,0.180446,0.266326
2355.6223,0.0192996,0.129201,0.155533,0.132545,0.195252,0.290613
2356.5867,0.0204537,0.137906,0.166829,0.139733,0.207182,0.309442
2357.5508,0.0212839,0.145555,0.17634,0.145368,0.21735,0.324717
2358.5151,0.0218542,0.152073,0.183877,0.149868,0.225796,0.336847
2359.4792,0.0222171,0.156071,0.188155,0.152627,0.230891,0.343469
2360.4436,0.022436,0.156431,0.188476,0.153082,0.231371,0.342942
2361.4077,0.0225226,0.153628,0.185729,0.151568,0.227921,0.337007
2362.3721,0.0223642,0.149027,0.181235,0.148799,0.22217,0.328708
2363.3362,0.021787,0.143566,0.175449,0.145065,0.215077,0.319407
2364.3005,0.0207201,0.137443,0.168098,0.140209,0.206748,0.308569
2365.2646,0.0192886,0.130572,0.159058,0.134128,0.197137,0.295309
2366.229,0.0177291,0.122978,0.148773,0.127029,0.186465,0.279518
2367.1931,0.0162226,0.114816,0.137936,0.119279,0.175072,0.261777
2368.1575,0.0148156,0.106267,0.127055,0.111165,0.1632,0.242808
2369.1216,0.013468,0.0975019,0.116346,0.102847,0.15101,0.22321
2370.0859,0.0121392,0.0887017,0.105869,0.0944289,0.138696,0.203477
2371.05,0.0108305,0.08004,0.0956605,0.0860164,0.126498,0.184019
2372.0144,0.00957375,0.0716476,0.0857765,0.0777195,0.114637,0.165131
2372.9785,0.00840309,0.0636058,0.0762901,0.0696464,0.103273,0.147016
2373.9429,0.00733753,0.0559755,0.0672883,0.061909,0.0925189,0.129844
2374.907,0.00637999,0.0488241,0.0588662,0.0546224,0.082475,0.1138
2375.8713,0.00552268,0.0422237,0.0511081,0.0478867,0.0732344,0.0990625
2376.8354,0.00475156,0.036227,0.0440645,0.0417587,0.0648568,0.0857511
2377.7998,0.00404933,0.0308443,0.037737,0.036237,0.0573428,0.0738743
2378.7639,0.00339885,0.0260385,0.0320824,0.0312693,0.0506303,0.0633287
2379.7283,0.00278773,0.0217407,0.0270312,0.0267795,0.0446167,0.053939
2380.6924,0.00221235,0.0178768,0.0225115,0.0226983,0.0391963,0.0455197
2381.6567,0.00167868,0.0143909,0.0184683,0.018985,0.0342922,0.037929
2382.6208,0.00119913,0.0112576,0.014872,0.0156327,0.0298725,0.0310969
2383.5852,0.00078671,0.00847864,0.0117156,0.0126583,0.025945,0.0250223
2384.5493,0.000449336,0.00607137,0.00900416,0.0100859,0.0225389,0.0197451
2385.5137,0.00018668,0.00405247,0.00674219,0.00793123,0.0196821,0.0153109
2386.4778,-9.65E-06,0.00242584,0.00492249,0.00619142,0.0173821,0.0117386
2387.4421,-0.000153067,0.00117638,0.00352004,0.00484318,0.0156171,0.00900112
2388.4063,-0.000257754,0.000270522,0.00249141,0.00384652,0.014335,0.00702113
2389.3706,-0.000334864,-0.000339386,0.0017789,0.00315133,0.0134612,0.00568115
2390.3347,-0.000390734,-0.000709566,0.00131709,0.00270304,0.012909,0.00484174
2391.2991,-0.000427564,-0.000900473,0.00103995,0.00244564,0.0125909,0.00436195
2392.2632,-0.000446041,-0.000973306,0.000886767,0.00232307,0.0124276,0.00411602
2393.2275,-0.000448479,-0.000985665,0.000806819,0.00228128,0.0123543,0.00400364
2394.1917,-0.000440743,-0.000985174,0.000762496,0.00227287,0.0123232,0.00395383
2395.156,-0.000431615,-0.00100229,0.00073084,0.00226361,0.0123046,0.00392424
2396.1201,-0.000429451,-0.00104583,0.000702761,0.00223736,0.0122849,0.00389735
2397.0845,-0.00043769,-0.00110463,0.000679422,0.00219604,0.0122646,0.00387378
2398.0486,-0.000452087,-0.00115646,0.000666209,0.00215313,0.012252,0.00386301
2399.0129,-0.000462265,-0.00118076,0.000666106,0.00212337,0.0122561,0.00387281
2399.9771,-0.000457843,-0.00116963,0.000675304,0.00211371,0.0122782,0.00390116
2400.9414,-0.000435976,-0.0011315,0.000683483,0.00212031,0.0123082,0.00393468
2401.9055,-0.000405181,-0.00108552,0.000679184,0.0021329,0.0123278,0.00395541
2402.8699,-0.000381808,-0.00105008,0.000657521,0.00214335,0.0123218,0.00395276
2403.834,-0.0003802,-0.00103196,0.000625414,0.0021526,0.0122904,0.00393321
2404.7983,-0.000402438,-0.00102265,0.000600121,0.002171,0.0122538,0.00392027
2405.7625,-0.000434868,-0.00100411,0.000600693,0.00221152,0.0122442,0.00394265
2406.7268,-0.000454803,-0.000960276,0.000636893,0.00228001,0.0122871,0.00401685
2407.6909,-0.000443882,-0.000887234,0.000702645,0.00236905,0.0123845,0.00413502
2408.6553,-0.000399417,-0.000795516,0.00077875,0.00245972,0.0125118,0.00426665
2409.6194,-0.000335974,-0.000703506,0.000843316,0.00253044,0.0126302,0.00437375
2410.5837,-0.000276116,-0.000626844,0.000882835,0.00256718,0.0127078,0.00442983
2411.5479,-0.00023683,-0.000570983,0.000896587,0.00256908,0.0127342,0.00443136
2412.5122,-0.000220805,-0.000531191,0.000892372,0.00254666,0.0127213,0.00439576
2413.4763,-0.000217911,-0.00049878,0.000878054,0.00251492,0.0126907,0.00434958
2414.4407,-0.000214911,-0.000468409,0.00085603,0.00248622,0.01266,0.00431516
2415.4048,-0.000205901,-0.000441349,0.000824613,0.00246691,0.0126351,0.00430331
2416.3691,-0.000195969,-0.000423213,0.000784222,0.00245836,0.0126139,0.00431381
2417.3333,-0.000195829,-0.000418798,0.000742133,0.00246001,0.0125937,0.00433999
2418.2976,-0.000211886,-0.000428364,0.000710804,0.0024712,0.0125774,0.00437325
2419.2617,-0.000239379,-0.000447926,0.000700345,0.0024908,0.012572,0.00440499
2420.2261,-0.000263863,-0.000472729,0.000710845,0.00251573,0.0125829,0.00442765
2421.1902,-0.000270071,-0.000500738,0.000730797,0.00254095,0.0126096,0.00443644
2422.1545,-0.000251834,-0.000533358,0.000743352,0.00256181,0.0126447,0.00443205
2423.1187,-0.000216036,-0.000573025,0.000736208,0.00257705,0.0126793,0.00442196
2424.083,-0.000178021,-0.000619801,0.000708291,0.00259017,0.0127076,0.004418
2425.0471,-0.000152094,-0.000669752,0.000668898,0.00260713,0.0127295,0.00443015
2426.0115,-0.000144078,-0.000716342,0.000630538,0.00263178,0.0127488,0.00445998
2426.9756,-0.000150843,-0.000753731,0.000601014,0.00266188,0.0127685,0.004498
2427.9399,-0.000165893,-0.000779369,0.000580235,0.00268882,0.0127876,0.00452769
2428.9041,-0.000185292,-0.000793932,0.00056335,0.00270174,0.0128011,0.00453449
2429.8684,-0.000208342,-0.000798826,0.000547085,0.00269371,0.0128044,0.00451476
2430.8325,-0.000232659,-0.000793602,0.000534119,0.00266656,0.012798,0.00447904
2431.7969,-0.000249073,-0.000775904,0.000532151,0.00263106,0.0127901,0.00444709
2432.761,-0.00024288,-0.000744506,0.000548388,0.00260219,0.0127933,0.00443746
2433.7253,-0.000202888,-0.000703111,0.000583567,0.00259176,0.0128174,0.00445756
2434.6895,-0.000132242,-0.000661269,0.000629915,0.00260213,0.0128627,0.00450063
2435.6538,-5.17E-05,-0.000630529,0.000674718,0.00262493,0.0129187,0.0045512
2436.6179,9.13E-06,-0.000617755,0.000707276,0.00264546,0.0129704,0.00459526
2437.5823,2.91E-05,-0.000620348,0.000724716,0.00265092,0.0130084,0.00462822
2438.5464,8.46E-06,-0.000627367,0.000732913,0.00263756,0.0130344,0.00465554
2439.5107,-3.06E-05,-0.000626282,0.000742005,0.00261252,0.0130596,0.00468616
2440.4749,-5.79E-05,-0.000610714,0.000759607,0.00258908,0.0130948,0.00472409
2441.4392,-5.31E-05,-0.000583599,0.000786229,0.00257827,0.0131415,0.00476458
2442.4033,-1.71E-05,-0.000553756,0.000815854,0.00258257,0.0131895,0.00479745
2443.3677,3.17E-05,-0.000529035,0.00084098,0.00259596,0.013224,0.00481489
2444.3318,7.02E-05,-0.000511629,0.000858281,0.00260991,0.0132361,0.00481781
2445.2961,8.44E-05,-0.0004989,0.000870604,0.00262045,0.0132296,0.00481628
2446.2603,7.47E-05,-0.000488119,0.000883657,0.00263049,0.0132184,0.00482385
2447.2246,5.20E-05,-0.000480297,0.000899877,0.00264562,0.0132172,0.00484978
2448.1887,2.88E-05,-0.000479466,0.000914496,0.00266696,0.0132322,0.00489412
2449.1531,1.34E-05,-0.000488013,0.00091778,0.00268766,0.0132583,0.00494815
2450.1172,8.58E-06,-0.000502283,0.000902974,0.00269693,0.0132842,0.00499971
2451.0815,1.45E-05,-0.000512487,0.000874609,0.00268882,0.0133011,0.00503979
2452.0457,3.10E-05,-0.000507488,0.000850293,0.0026689,0.0133081,0.00506677
2453.01,5.77E-05,-0.000481351,0.000852745,0.00265236,0.013312,0.0050859
2453.9741,9.23E-05,-0.000437415,0.000895756,0.00265404,0.013321,0.00510433
2454.9385,0.000129215,-0.00038756,0.000973109,0.00267722,0.0133375,0.00512468
2455.9026,0.000160625,-0.000347315,0.00105878,0.00270966,0.0133551,0.00514126
2456.8669,0.000179271,-0.000329454,0.00111969,0.00273029,0.013361,0.00514199
2457.8311,0.00018129,-0.000339028,0.0011336,0.00272206,0.013343,0.00511525
2458.7954,0.000167589,-0.000371823,0.00110061,0.00268187,0.013297,0.0050576
2459.7595,0.000143061,-0.000416787,0.00104093,0.00262132,0.0132297,0.00497708
2460.7239,0.000114236,-0.000461331,0.00098101,0.00255845,0.0131559,0.00488971
2461.688,8.66E-05,-0.000496871,0.000937829,0.00250693,0.0130913,0.00481158
2462.6523,6.27E-05,-0.000521497,0.000912034,0.00247026,0.0130452,0.00475202
2463.6165,4.19E-05,-0.000538092,0.000893059,0.00244345,0.0130182,0.00471204
2464.5808,2.21E-05,-0.000549179,0.000870693,0.00241961,0.0130044,0.00468802
2465.5449,1.81E-06,-0.000552317,0.000843556,0.00239571,0.0129976,0.00467635
2466.5093,-1.74E-05,-0.000539815,0.00081884,0.00237401,0.0129953,0.00467529
2467.4734,-3.05E-05,-0.000503474,0.00080532,0.00235941,0.0129996,0.00468302
2468.4377,-3.04E-05,-0.000441262,0.000806559,0.00235571,0.0130137,0.00469513
2469.4019,-1.25E-05,-0.000361226,0.000819645,0.00236325,0.0130373,0.0047045
2470.3662,2.24E-05,-0.000279732,0.000839126,0.00237861,0.0130649,0.00470433
2471.3303,6.61E-05,-0.000214997,0.000861507,0.0023956,0.0130877,0.00469167
2472.2947,0.000106542,-0.000179705,0.000886343,0.00240719,0.0130974,0.00466899
2473.2588,0.000134489,-0.000176615,0.000914128,0.00240822,0.0130915,0.00464303
2474.2231,0.000148958,-0.000198814,0.000944279,0.00239844,0.0130758,0.00462251
2475.1873,0.000158311,-0.000233738,0.000975652,0.00238397,0.0130624,0.0046158
2476.1516,0.000174423,-0.00026869,0.00100852,0.00237505,0.0130648,0.0046284
2477.1157,0.00020356,-0.000295496,0.00104489,0.00238036,0.0130901,0.00465988
2478.0801,0.00024053,-0.000312557,0.00108588,0.00240095,0.013135,0.00470158
2479.0442,0.000271225,-0.000323465,0.00112827,0.00242841,0.0131859,0.0047382
2480.0085,0.00028271,-0.000332812,0.00116445,0.0024495,0.0132261,0.00475478
2480.9727,0.000273769,-0.000341454,0.00118689,0.00245475,0.0132443,0.00474613
2481.937,0.000257616,-0.000344318,0.00119425,0.0024452,0.0132408,0.0047219
2482.9011,0.0002539,-0.00033263,0.00119368,0.0024326,0.0132257,0.00470223
2483.8655,0.000275387,-0.000299528,0.00119683,0.00243298,0.0132112,0.00470519
2484.8296,0.000319146,-0.000245367,0.00121221,0.00245788,0.0132039,0.00473463
2485.7939,0.000368863,-0.000178849,0.00124003,0.00250896,0.013202,0.00477759
2486.7581,0.000406424,-0.000112978,0.00127357,0.00257836,0.0132007,0.0048137
2487.7224,0.000423865,-5.86E-05,0.00130601,0.00265305,0.0131998,0.00482972
2488.6865,0.000426924,-2.02E-05,0.00133664,0.00271958,0.0132073,0.00482823
2489.6509,0.00042833,3.59E-06,0.00137134,0.00276661,0.013235,0.00482381
2490.615,0.000436807,1.55E-05,0.00141662,0.00278581,0.0132887,0.00483013
2491.5793,0.000450438,1.48E-05,0.00147202,0.00277249,0.0133595,0.00484805
2492.5435,0.000458858,-2.63E-06,0.00152715,0.00272704,0.0134248,0.00486382
2493.5078,0.000451717,-4.05E-05,0.0015664,0.00265621,0.0134584,0.00485886
2494.4719,0.000426667,-9.51E-05,0.00157847,0.00257295,0.013444,0.00482372
2495.4363,0.00039143,-0.000152553,0.00156456,0.0024942,0.0133861,0.00476655
2496.4004,0.000359423,-0.000190906,0.0015396,0.0024374,0.0133091,0.00471018
2497.3647,0.000342632,-0.000189846,0.00152527,0.00241674,0.0132472,0.00468002
2498.3289,0.000346237,-0.000141149,0.00153886,0.00243966,0.0132286,0.00469035
2499.2932,0.000367361,-5.48E-05,0.00158413,0.0025037,0.0132635,0.00473699
2500.2573,0.000397516,4.40E-05,0.00164924,0.0025948,0.0133405,0.00480027
2501.2217,0.000426833,0.000125715,0.00171263,0.00268889,0.0134328,0.00485566
2502.1858,0.000448047,0.000169769,0.00175348,0.00275803,0.0135101,0.00488576
2503.1501,0.000458801,0.000172377,0.00176126,0.00278017,0.0135503,0.00488679
2504.1143,0.000461508,0.000144788,0.00173992,0.00274834,0.0135461,0.00486684
2505.0786,0.000460829,0.000104095,0.00170518,0.002674,0.0135042,0.00483806
2506.0427,0.00046001,6.33E-05,0.00167688,0.00258213,0.0134409,0.00480866
2507.0071,0.000458257,2.72E-05,0.00167014,0.00250016,0.0133741,0.00477974
2507.9712,0.000451092,-4.74E-06,0.00168937,0.00244704,0.0133193,0.00474838
2508.9355,0.000433951,-3.21E-05,0.00172747,0.0024281,0.0132856,0.00471356
2509.8997,0.00040696,-5.02E-05,0.00177036,0.00243777,0.0132763,0.00467992
2510.864,0.0003776,-5.18E-05,0.00180437,0.00246667,0.0132886,0.00465659
2511.8281,0.000358871,-3.29E-05,0.00182266,0.00250754,0.0133159,0.00465203
2512.7925,0.000363354,4.05E-06,0.00182732,0.00255604,0.0133495,0.00466875
2513.7566,0.000396403,5.10E-05,0.00182604,0.00260738,0.0133816,0.00470133
2514.7209,0.00045269,9.93E-05,0.00182579,0.00265317,0.0134062,0.00473868
2515.6851,0.000518496,0.000144064,0.00182803,0.00268264,0.0134198,0.00476878
2516.6494,0.000578625,0.000185317,0.00182897,0.00268874,0.0134216,0.00478336
2517.6135,0.000623689,0.000224797,0.00182469,0.00267472,0.0134134,0.00478055
2518.5779,0.000653183,0.000262168,0.00181686,0.00265569,0.0133996,0.00476474
2519.542,0.000672582,0.000293545,0.00181417,0.00265225,0.0133869,0.00474391
2520.5063,0.000687051,0.000313814,0.00182736,0.00267928,0.0133817,0.00472551
2521.4705,0.000696916,0.0003212,0.00186142,0.00273683,0.0133871,0.00471321
2522.4348,0.000698713,0.000320943,0.0019108,0.00280947,0.013401,0.00470656
2523.3989,0.000691031,0.000325299,0.00196184,0.00287477,0.013418,0.00470443
2524.3633,0.000680073,0.00034914,0.00200103,0.00291589,0.0134334,0.00470969
2525.3274,0.000679383,0.000402853,0.00202315,0.00293004,0.0134483,0.00473093
2526.2917,0.000702501,0.000486084,0.00203347,0.00292798,0.0134694,0.00477804
2527.2559,0.000753124,0.000585868,0.00204244,0.00292577,0.0135039,0.00485309
2528.2202,0.000820107,0.00068075,0.00205692,0.00293495,0.0135523,0.00494283
2529.1843,0.000881718,0.00074927,0.00207438,0.0029575,0.0136044,0.00501965
2530.1487,0.000916989,0.000778651,0.00208402,0.00298752,0.0136422,0.00505301
2531.1128,0.00091685,0.000769354,0.00207403,0.00301674,0.0136493,0.00502583
2532.0771,0.000887986,0.000733599,0.00203997,0.00303907,0.0136212,0.00494575
2533.0413,0.000847642,0.000689364,0.00198914,0.00305156,0.0135694,0.00484329
2534.0056,0.000813754,0.00065336,0.0019382,0.00305311,0.0135161,0.00475709
2534.9697,0.000797075,0.000636124,0.00190546,0.00304352,0.0134837,0.00471462
2535.9341,0.000799247,0.000640439,0.00190206,0.00302441,0.0134832,0.0047196
2536.8982,0.000815864,0.000662573,0.00192657,0.00300072,0.0135097,0.00475296
2537.8625,0.000840651,0.000695308,0.00196608,0.00298039,0.013547,0.00478556
2538.8267,0.000867738,0.000731907,0.00200316,0.00297151,0.0135764,0.00479442
2539.791,0.000892051,0.000769896,0.00202489,0.00297884,0.0135871,0.00477316
2540.7551,0.000909754,0.00081296,0.00202899,0.00300262,0.01358,0.00473222
2541.7195,0.000919879,0.0008692,0.0020233,0.00304051,0.0135655,0.00469085
2542.6836,0.000925957,0.00094576,0.0020194,0.00309083,0.0135569,0.00466678
2543.6479,0.000935378,0.00104246,0.00202451,0.00315358,0.0135627,0.00466917
2544.6121,0.0009557,0.00114866,0.00203709,0.00322812,0.0135825,0.00469668
2545.5764,0.000989966,0.00124626,0.00204912,0.00330934,0.0136079,0.00473968
2546.5405,0.00103453,0.00131777,0.00205284,0.00338658,0.0136269,0.00478444
2547.5049,0.00108128,0.00135498,0.002047,0.00344748,0.0136311,0.0048179
2548.469,0.00112278,0.00136286,0.00203821,0.00348489,0.0136203,0.00483216
2549.4333,0.00115645,0.00135636,0.00203656,0.00350183,0.0136041,0.00482758
2550.3975,0.00118448,0.00135227,0.00204893,0.00351018,0.0135969,0.00481241
2551.3618,0.00121003,0.00136135,0.00207451,0.00352343,0.01361,0.00479836
2552.3259,0.00123291,0.001385,0.00210532,0.00354841,0.0136451,0.00479365
2553.2903,0.00124876,0.00141771,0.00213079,0.00358221,0.0136925,0.00479823
2554.2544,0.00125264,0.00145274,0.0021431,0.00361639,0.0137364,0.00480454
2555.2188,0.00124414,0.00148669,0.00214033,0.00364504,0.0137644,0.00480414
2556.1829,0.00122994,0.00152023,0.00212639,0.00366992,0.0137735,0.00479503
2557.1472,0.00122133,0.00155505,0.00210877,0.00369847,0.0137708,0.00478409
2558.1113,0.00122839,0.0015901,0.00209602,0.00373628,0.0137663,0.0047823
2559.0757,0.00125483,0.00162038,0.00209567,0.00378075,0.0137661,0.00479641
2560.0398,0.00129699,0.00163984,0.00211276,0.00382193,0.0137696,0.00482376
2561.0042,0.00134701,0.00164652,0.0021482,0.00385071,0.0137741,0.00485441
2561.9683,0.00139738,0.001646,0.00219737,0.00386816,0.01378,0.00487858
2562.9326,0.00144335,0.00165001,0.0022499,0.00388793,0.0137926,0.00489293
2563.8967,0.00148224,0.00167015,0.00229197,0.00392857,0.013818,0.00490058
2564.8611,0.0015114,0.00171035,0.00231102,0.00400061,0.0138556,0.00490542
2565.8252,0.00152748,0.00176327,0.00230084,0.00409765,0.013896,0.0049062
2566.7896,0.0015281,0.00181338,0.00226438,0.00419824,0.0139255,0.0048961
2567.7537,0.00151447,0.0018456,0.00221222,0.00427784,0.0139358,0.00486844
2568.718,0.00149243,0.0018544,0.00215789,0.00432299,0.01393,0.00482403
2569.6821,0.00147088,0.00184797,0.00211271,0.00433888,0.0139214,0.00477405
2570.6465,0.00145872,0.00184486,0.00208356,0.00434643,0.0139252,0.00473604
2571.6106,0.00146225,0.0018649,0.00207387,0.00437173,0.0139496,0.00472557
2572.575,0.00148422,0.00191905,0.0020858,0.00443454,0.0139925,0.00474867
2573.5391,0.00152386,0.00200361,0.00212011,0.00454138,0.0140445,0.00479899
2574.5034,0.00157655,0.00210143,0.00217313,0.00468476,0.0140951,0.00486008
2575.4675,0.00163322,0.00218954,0.00223333,0.00484672,0.0141366,0.00491103
2576.4319,0.00168131,0.00224939,0.00228183,0.00500464,0.0141645,0.00493317
2577.396,0.00170867,0.00227476,0.00229904,0.00513771,0.0141768,0.00491647
2578.3604,0.00170982,0.00227375,0.00227466,0.0052328,0.0141745,0.00486396
2579.3245,0.00169073,0.00226405,0.00221479,0.00528797,0.0141625,0.00479223
2580.2888,0.00166814,0.00226452,0.00214061,0.00531153,0.0141497,0.00472631
2581.2529,0.00166243,0.00228766,0.00207847,0.00531644,0.0141445,0.00468969
2582.2173,0.00168749,0.00233658,0.00204664,0.00531272,0.0141497,0.00469366
2583.1814,0.00174376,0.00240708,0.00204672,0.00530236,0.0141593,0.00473198
2584.1458,0.00181836,0.00249222,0.00206458,0.00527979,0.0141618,0.00478443
2585.1099,0.00189204,0.00258579,0.00207958,0.00523737,0.0141484,0.00482792
2586.0742,0.00194826,0.00268288,0.00207609,0.00517185,0.0141206,0.0048486
2587.0383,0.00197933,0.00277848,0.00205062,0.00508763,0.0140909,0.00484792
2588.0027,0.00198727,0.00286672,0.00201122,0.00499507,0.0140766,0.00483911
2588.9668,0.00198075,0.00294222,0.00197088,0.00490595,0.0140899,0.00483722
2589.9312,0.00197077,0.00300277,0.00193964,0.00482929,0.0141317,0.00484936
2590.8953,0.00196742,0.00305099,0.00191999,0.00476972,0.0141931,0.00487144
2591.8596,0.00197787,0.00309324,0.0019072,0.00472806,0.0142619,0.0048926
2592.8237,0.00200522,0.0031362,0.00189323,0.00470242,0.0143286,0.00490324
2593.7881,0.0020481,0.00318379,0.00187128,0.00468889,0.0143891,0.00490102
2594.7522,0.00210156,0.00323628,0.00183858,0.00468201,0.0144424,0.00489105
2595.7166,0.00215909,0.00329192,0.00179665,0.004676,0.0144872,0.00488157
2596.6807,0.00221481,0.00334909,0.00175005,0.0046667,0.0145215,0.00487878
2597.645,0.00226431,0.00340685,0.00170466,0.0046533,0.0145439,0.00488449
2598.6091,0.00230397,0.00346358,0.00166642,0.00463833,0.0145557,0.00489716
2599.5735,0.00232994,0.00351527,0.00164019,0.00462615,0.0145608,0.00491419
2600.5376,0.0023388,0.00355604,0.00162861,0.00462089,0.0145627,0.00493321
2601.502,0.00232992,0.00358173,0.00163098,0.00462565,0.0145628,0.00495191
2602.4661,0.00230797,0.00359463,0.00164306,0.00464333,0.014561,0.00496766
2603.4304,0.00228301,0.00360592,0.00165819,0.00467772,0.0145575,0.00497855
2604.3945,0.00226723,0.00363312,0.00166987,0.00473345,0.0145556,0.00498537
2605.3589,0.00227023,0.00369284,0.00167433,0.00481373,0.0145597,0.00499273
2606.323,0.00229563,0.00379255,0.00167185,0.0049174,0.0145727,0.00500742
2607.2874,0.00234095,0.00392612,0.00166582,0.00503717,0.0145915,0.00503427
2608.2515,0.00239985,0.00407593,0.00166041,0.00516072,0.0146081,0.00507204
2609.2158,0.0024645,0.00422051,0.00165812,0.00527439,0.014613,0.00511225
2610.1799,0.00252668,0.0043435,0.00165879,0.00536739,0.0146008,0.00514223
2611.1443,0.00257809,0.00443917,0.00166044,0.00543445,0.0145729,0.00515083
